REEF_SITE,BLEACH_MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,GENUS,PERCENT_COVER
MH4,post-bleach,31/08/2024,CREST,2,MERULINA,0
MH4,post-bleach,31/08/2024,CREST,2,MONTIPORA,6
MH4,post-bleach,31/08/2024,CREST,2,PACHYSERIS,17
MH4,post-bleach,31/08/2024,CREST,2,PAVONA,1
MH4,post-bleach,31/08/2024,CREST,2,PLATYGYRA,0
MH4,post-bleach,31/08/2024,CREST,2,POCILLOPORA,2
MH4,post-bleach,31/08/2024,CREST,2,PORITES,15
MH4,post-bleach,31/08/2024,CREST,3,ACROPORA,2
MH4,post-bleach,31/08/2024,CREST,3,GONIASTREA,0
MH4,post-bleach,31/08/2024,CREST,3,DIPSASTRAEA,0
MH4,post-bleach,31/08/2024,CREST,3,FAVITES,1
MH4,post-bleach,31/08/2024,CREST,3,GALAXEA,0
MH4,post-bleach,31/08/2024,CREST,3,GONIASTREA,0
MH4,post-bleach,31/08/2024,CREST,3,GONIOPORA,1
MH4,post-bleach,31/08/2024,CREST,3,LOBOPHYLLIA,5
MH4,post-bleach,31/08/2024,CREST,3,MERULINA,0
MH4,post-bleach,31/08/2024,CREST,3,MONTIPORA,5
MH4,post-bleach,31/08/2024,CREST,3,PACHYSERIS,10
MH4,post-bleach,31/08/2024,CREST,3,PAVONA,1
MH4,post-bleach,31/08/2024,CREST,3,PLATYGYRA,0
MH4,post-bleach,31/08/2024,CREST,3,POCILLOPORA,0
MH4,post-bleach,31/08/2024,CREST,3,PORITES,34
ATL,post-bleach,07/09/2024,FLAT,1,ACROPORA,24
ATL,post-bleach,07/09/2024,FLAT,1,GONIASTREA,0
ATL,post-bleach,07/09/2024,FLAT,1,DIPSASTRAEA,0
ATL,post-bleach,07/09/2024,FLAT,1,FAVITES,0
ATL,post-bleach,07/09/2024,FLAT,1,GALAXEA,0
ATL,post-bleach,07/09/2024,FLAT,1,GONIASTREA,2
ATL,post-bleach,07/09/2024,FLAT,1,GONIOPORA,1
ATL,post-bleach,07/09/2024,FLAT,1,LOBOPHYLLIA,1
ATL,post-bleach,07/09/2024,FLAT,1,MERULINA,0
ATL,post-bleach,07/09/2024,FLAT,1,MONTIPORA,1
ATL,post-bleach,07/09/2024,FLAT,1,PACHYSERIS,0
ATL,post-bleach,07/09/2024,FLAT,1,PAVONA,1
ATL,post-bleach,07/09/2024,FLAT,1,PLATYGYRA,0
ATL,post-bleach,07/09/2024,FLAT,1,POCILLOPORA,0
ATL,post-bleach,07/09/2024,FLAT,1,PORITES,1
ATL,post-bleach,07/09/2024,FLAT,2,ACROPORA,27
ATL,post-bleach,07/09/2024,FLAT,2,GONIASTREA,0
ATL,post-bleach,07/09/2024,FLAT,2,DIPSASTRAEA,0
ATL,post-bleach,07/09/2024,FLAT,2,FAVITES,0
ATL,post-bleach,07/09/2024,FLAT,2,GALAXEA,0
ATL,post-bleach,07/09/2024,FLAT,2,GONIASTREA,0
ATL,post-bleach,07/09/2024,FLAT,2,GONIOPORA,0
ATL,post-bleach,07/09/2024,FLAT,2,LOBOPHYLLIA,2
ATL,post-bleach,07/09/2024,FLAT,2,MERULINA,1
ATL,post-bleach,07/09/2024,FLAT,2,MONTIPORA,0
ATL,post-bleach,07/09/2024,FLAT,2,PACHYSERIS,0
ATL,post-bleach,07/09/2024,FLAT,2,PAVONA,2
ATL,post-bleach,07/09/2024,FLAT,2,PLATYGYRA,0
ATL,post-bleach,07/09/2024,FLAT,2,POCILLOPORA,3
ATL,post-bleach,07/09/2024,FLAT,2,PORITES,1
ATL,post-bleach,08/09/2024,CREST,1,ACROPORA,1
ATL,post-bleach,08/09/2024,CREST,1,GONIASTREA,0
ATL,post-bleach,08/09/2024,CREST,1,DIPSASTRAEA,0
ATL,post-bleach,08/09/2024,CREST,1,FAVITES,1
ATL,post-bleach,08/09/2024,CREST,1,GALAXEA,0
ATL,post-bleach,08/09/2024,CREST,1,GONIASTREA,0
ATL,post-bleach,08/09/2024,CREST,1,GONIOPORA,16
ATL,post-bleach,08/09/2024,CREST,1,LOBOPHYLLIA,4
ATL,post-bleach,08/09/2024,CREST,1,MERULINA,0
ATL,post-bleach,08/09/2024,CREST,1,MONTIPORA,6
ATL,post-bleach,08/09/2024,CREST,1,PACHYSERIS,0
ATL,post-bleach,08/09/2024,CREST,1,PAVONA,1
ATL,post-bleach,08/09/2024,CREST,1,PLATYGYRA,0
ATL,post-bleach,08/09/2024,CREST,1,POCILLOPORA,0
ATL,post-bleach,08/09/2024,CREST,1,PORITES,6
ATL,post-bleach,08/09/2024,CREST,2,ACROPORA,1
ATL,post-bleach,08/09/2024,CREST,2,GONIASTREA,0
ATL,post-bleach,08/09/2024,CREST,2,DIPSASTRAEA,0
ATL,post-bleach,08/09/2024,CREST,2,FAVITES,1
ATL,post-bleach,08/09/2024,CREST,2,GALAXEA,0
ATL,post-bleach,08/09/2024,CREST,2,GONIASTREA,3
ATL,post-bleach,08/09/2024,CREST,2,GONIOPORA,3
ATL,post-bleach,08/09/2024,CREST,2,LOBOPHYLLIA,5
ATL,post-bleach,08/09/2024,CREST,2,MERULINA,0
ATL,post-bleach,08/09/2024,CREST,2,MONTIPORA,6
ATL,post-bleach,08/09/2024,CREST,2,PACHYSERIS,0
ATL,post-bleach,08/09/2024,CREST,2,PAVONA,1
ATL,post-bleach,08/09/2024,CREST,2,PLATYGYRA,0
ATL,post-bleach,08/09/2024,CREST,2,POCILLOPORA,0
ATL,post-bleach,08/09/2024,CREST,2,PORITES,1
ATL,post-bleach,08/09/2024,CREST,3,ACROPORA,3
ATL,post-bleach,08/09/2024,CREST,3,GONIASTREA,0
ATL,post-bleach,08/09/2024,CREST,3,DIPSASTRAEA,0
ATL,post-bleach,08/09/2024,CREST,3,FAVITES,7
ATL,post-bleach,08/09/2024,CREST,3,GALAXEA,0
ATL,post-bleach,08/09/2024,CREST,3,GONIASTREA,2
ATL,post-bleach,08/09/2024,CREST,3,GONIOPORA,3
ATL,post-bleach,08/09/2024,CREST,3,LOBOPHYLLIA,7
ATL,post-bleach,08/09/2024,CREST,3,MERULINA,0
ATL,post-bleach,08/09/2024,CREST,3,MONTIPORA,18
ATL,post-bleach,08/09/2024,CREST,3,PACHYSERIS,0
ATL,post-bleach,08/09/2024,CREST,3,PAVONA,0
ATL,post-bleach,08/09/2024,CREST,3,PLATYGYRA,0
ATL,post-bleach,08/09/2024,CREST,3,POCILLOPORA,0
ATL,post-bleach,08/09/2024,CREST,3,PORITES,5
ATL,post-bleach,13/09/2024,FLAT,1,ACROPORA,29
ATL,post-bleach,13/09/2024,FLAT,1,GONIASTREA,0
ATL,post-bleach,13/09/2024,FLAT,1,DIPSASTRAEA,0
ATL,post-bleach,13/09/2024,FLAT,1,FAVITES,2
ATL,post-bleach,13/09/2024,FLAT,1,GALAXEA,0
ATL,post-bleach,13/09/2024,FLAT,1,GONIASTREA,0
ATL,post-bleach,13/09/2024,FLAT,1,GONIOPORA,1
ATL,post-bleach,13/09/2024,FLAT,1,LOBOPHYLLIA,1
ATL,post-bleach,13/09/2024,FLAT,1,MERULINA,0
ATL,post-bleach,13/09/2024,FLAT,1,MONTIPORA,3
ATL,post-bleach,13/09/2024,FLAT,1,PACHYSERIS,0
ATL,post-bleach,13/09/2024,FLAT,1,PAVONA,1
ATL,post-bleach,13/09/2024,FLAT,1,PLATYGYRA,4
ATL,post-bleach,13/09/2024,FLAT,1,POCILLOPORA,3
ATL,post-bleach,13/09/2024,FLAT,1,PORITES,8
ATL,post-bleach,13/09/2024,FLAT,2,ACROPORA,30
ATL,post-bleach,13/09/2024,FLAT,2,GONIASTREA,0
ATL,post-bleach,13/09/2024,FLAT,2,DIPSASTRAEA,0
ATL,post-bleach,13/09/2024,FLAT,2,FAVITES,2
ATL,post-bleach,13/09/2024,FLAT,2,GALAXEA,0
ATL,post-bleach,13/09/2024,FLAT,2,GONIASTREA,0
ATL,post-bleach,13/09/2024,FLAT,2,GONIOPORA,0
ATL,post-bleach,13/09/2024,FLAT,2,LOBOPHYLLIA,0
ATL,post-bleach,13/09/2024,FLAT,2,MERULINA,0
ATL,post-bleach,13/09/2024,FLAT,2,MONTIPORA,1
ATL,post-bleach,13/09/2024,FLAT,2,PACHYSERIS,0
ATL,post-bleach,13/09/2024,FLAT,2,PAVONA,2
ATL,post-bleach,13/09/2024,FLAT,2,PLATYGYRA,1
ATL,post-bleach,13/09/2024,FLAT,2,POCILLOPORA,1
ATL,post-bleach,13/09/2024,FLAT,2,PORITES,4
ATL,post-bleach,13/09/2024,FLAT,3,ACROPORA,35
ATL,post-bleach,13/09/2024,FLAT,3,GONIASTREA,0
ATL,post-bleach,13/09/2024,FLAT,3,DIPSASTRAEA,0
ATL,post-bleach,13/09/2024,FLAT,3,FAVITES,1
ATL,post-bleach,13/09/2024,FLAT,3,GALAXEA,0
ATL,post-bleach,13/09/2024,FLAT,3,GONIASTREA,0
ATL,post-bleach,13/09/2024,FLAT,3,GONIOPORA,1
ATL,post-bleach,13/09/2024,FLAT,3,LOBOPHYLLIA,0
ATL,post-bleach,13/09/2024,FLAT,3,MERULINA,0
ATL,post-bleach,13/09/2024,FLAT,3,MONTIPORA,0
ATL,post-bleach,13/09/2024,FLAT,3,PACHYSERIS,0
ATL,post-bleach,13/09/2024,FLAT,3,PAVONA,0
ATL,post-bleach,13/09/2024,FLAT,3,PLATYGYRA,0
ATL,post-bleach,13/09/2024,FLAT,3,POCILLOPORA,0
ATL,post-bleach,13/09/2024,FLAT,3,PORITES,5
ATL,post-bleach,15/09/2024,FLAT,1,ACROPORA,31
ATL,post-bleach,15/09/2024,FLAT,1,GONIASTREA,0
ATL,post-bleach,15/09/2024,FLAT,1,DIPSASTRAEA,0
ATL,post-bleach,15/09/2024,FLAT,1,FAVITES,0
ATL,post-bleach,15/09/2024,FLAT,1,GALAXEA,0
ATL,post-bleach,15/09/2024,FLAT,1,GONIASTREA,3
ATL,post-bleach,15/09/2024,FLAT,1,GONIOPORA,0
ATL,post-bleach,15/09/2024,FLAT,1,LOBOPHYLLIA,3
ATL,post-bleach,15/09/2024,FLAT,1,MERULINA,0
ATL,post-bleach,15/09/2024,FLAT,1,MONTIPORA,8
ATL,post-bleach,15/09/2024,FLAT,1,PACHYSERIS,0
ATL,post-bleach,15/09/2024,FLAT,1,PAVONA,0
ATL,post-bleach,15/09/2024,FLAT,1,PLATYGYRA,0
ATL,post-bleach,15/09/2024,FLAT,1,POCILLOPORA,0
ATL,post-bleach,15/09/2024,FLAT,1,PORITES,4
ATL,post-bleach,15/09/2024,FLAT,2,ACROPORA,25
ATL,post-bleach,15/09/2024,FLAT,2,GONIASTREA,0
ATL,post-bleach,15/09/2024,FLAT,2,DIPSASTRAEA,0
ATL,post-bleach,15/09/2024,FLAT,2,FAVITES,1
ATL,post-bleach,15/09/2024,FLAT,2,GALAXEA,0
ATL,post-bleach,15/09/2024,FLAT,2,GONIASTREA,0
ATL,post-bleach,15/09/2024,FLAT,2,GONIOPORA,0
ATL,post-bleach,15/09/2024,FLAT,2,LOBOPHYLLIA,0
ATL,post-bleach,15/09/2024,FLAT,2,MERULINA,0
ATL,post-bleach,15/09/2024,FLAT,2,MONTIPORA,4
ATL,post-bleach,15/09/2024,FLAT,2,PACHYSERIS,0
ATL,post-bleach,15/09/2024,FLAT,2,PAVONA,2
ATL,post-bleach,15/09/2024,FLAT,2,PLATYGYRA,1
ATL,post-bleach,15/09/2024,FLAT,2,POCILLOPORA,0
ATL,post-bleach,15/09/2024,FLAT,2,PORITES,6
ATL,post-bleach,15/09/2024,FLAT,3,ACROPORA,33
ATL,post-bleach,15/09/2024,FLAT,3,GONIASTREA,0
ATL,post-bleach,15/09/2024,FLAT,3,DIPSASTRAEA,0
ATL,post-bleach,15/09/2024,FLAT,3,FAVITES,0
ATL,post-bleach,15/09/2024,FLAT,3,GALAXEA,0
ATL,post-bleach,15/09/2024,FLAT,3,GONIASTREA,2
ATL,post-bleach,15/09/2024,FLAT,3,GONIOPORA,0
ATL,post-bleach,15/09/2024,FLAT,3,LOBOPHYLLIA,0
ATL,post-bleach,15/09/2024,FLAT,3,MERULINA,0
ATL,post-bleach,15/09/2024,FLAT,3,MONTIPORA,3
ATL,post-bleach,15/09/2024,FLAT,3,PACHYSERIS,0
ATL,post-bleach,15/09/2024,FLAT,3,PAVONA,0
ATL,post-bleach,15/09/2024,FLAT,3,PLATYGYRA,0
ATL,post-bleach,15/09/2024,FLAT,3,POCILLOPORA,0
ATL,post-bleach,15/09/2024,FLAT,3,PORITES,4
ATL,post-bleach,21/09/2024,FLAT,1,ACROPORA,17
ATL,post-bleach,21/09/2024,FLAT,1,GONIASTREA,0
ATL,post-bleach,21/09/2024,FLAT,1,DIPSASTRAEA,1
ATL,post-bleach,21/09/2024,FLAT,1,FAVITES,2
ATL,post-bleach,21/09/2024,FLAT,1,GALAXEA,0
ATL,post-bleach,21/09/2024,FLAT,1,GONIASTREA,7
ATL,post-bleach,21/09/2024,FLAT,1,GONIOPORA,0
ATL,post-bleach,21/09/2024,FLAT,1,LOBOPHYLLIA,0
ATL,post-bleach,21/09/2024,FLAT,1,MERULINA,0
ATL,post-bleach,21/09/2024,FLAT,1,MONTIPORA,1
ATL,post-bleach,21/09/2024,FLAT,1,PACHYSERIS,0
ATL,post-bleach,21/09/2024,FLAT,1,PAVONA,2
ATL,post-bleach,21/09/2024,FLAT,1,PLATYGYRA,2
ATL,post-bleach,21/09/2024,FLAT,1,POCILLOPORA,6
ATL,post-bleach,21/09/2024,FLAT,1,PORITES,11
ATL,post-bleach,21/09/2024,FLAT,2,ACROPORA,19
ATL,post-bleach,21/09/2024,FLAT,2,GONIASTREA,0
ATL,post-bleach,21/09/2024,FLAT,2,DIPSASTRAEA,0
ATL,post-bleach,21/09/2024,FLAT,2,FAVITES,1
ATL,post-bleach,21/09/2024,FLAT,2,GALAXEA,0
ATL,post-bleach,21/09/2024,FLAT,2,GONIASTREA,0
ATL,post-bleach,21/09/2024,FLAT,2,GONIOPORA,1
ATL,post-bleach,21/09/2024,FLAT,2,LOBOPHYLLIA,2
ATL,post-bleach,21/09/2024,FLAT,2,MERULINA,0
ATL,post-bleach,21/09/2024,FLAT,2,MONTIPORA,3
ATL,post-bleach,21/09/2024,FLAT,2,PACHYSERIS,0
ATL,post-bleach,21/09/2024,FLAT,2,PAVONA,3
ATL,post-bleach,21/09/2024,FLAT,2,PLATYGYRA,5
ATL,post-bleach,21/09/2024,FLAT,2,POCILLOPORA,4
ATL,post-bleach,21/09/2024,FLAT,2,PORITES,4
ATL,post-bleach,21/09/2024,FLAT,3,ACROPORA,47
ATL,post-bleach,21/09/2024,FLAT,3,GONIASTREA,0
ATL,post-bleach,21/09/2024,FLAT,3,DIPSASTRAEA,0
ATL,post-bleach,21/09/2024,FLAT,3,FAVITES,0
ATL,post-bleach,21/09/2024,FLAT,3,GALAXEA,0
ATL,post-bleach,21/09/2024,FLAT,3,GONIASTREA,1
ATL,post-bleach,21/09/2024,FLAT,3,GONIOPORA,0
ATL,post-bleach,21/09/2024,FLAT,3,LOBOPHYLLIA,1
ATL,post-bleach,21/09/2024,FLAT,3,MERULINA,0
ATL,post-bleach,21/09/2024,FLAT,3,MONTIPORA,0
ATL,post-bleach,21/09/2024,FLAT,3,PACHYSERIS,0
ATL,post-bleach,21/09/2024,FLAT,3,PAVONA,0
ATL,post-bleach,21/09/2024,FLAT,3,PLATYGYRA,0
ATL,post-bleach,21/09/2024,FLAT,3,POCILLOPORA,5
ATL,post-bleach,21/09/2024,FLAT,3,PORITES,2
HS,post-bleach,14/09/2024,FLAT,1,ACROPORA,6
HS,post-bleach,14/09/2024,FLAT,1,GONIASTREA,0
HS,post-bleach,14/09/2024,FLAT,1,DIPSASTRAEA,0
HS,post-bleach,14/09/2024,FLAT,1,FAVITES,2
HS,post-bleach,14/09/2024,FLAT,1,GALAXEA,0
HS,post-bleach,14/09/2024,FLAT,1,GONIASTREA,0
HS,post-bleach,14/09/2024,FLAT,1,GONIOPORA,0
HS,post-bleach,14/09/2024,FLAT,1,LOBOPHYLLIA,0
HS,post-bleach,14/09/2024,FLAT,1,MERULINA,3
HS,post-bleach,14/09/2024,FLAT,1,MONTIPORA,0
HS,post-bleach,14/09/2024,FLAT,1,PACHYSERIS,1
HS,post-bleach,14/09/2024,FLAT,1,PAVONA,0
HS,post-bleach,14/09/2024,FLAT,1,PLATYGYRA,0
HS,post-bleach,14/09/2024,FLAT,1,POCILLOPORA,0
HS,post-bleach,14/09/2024,FLAT,1,PORITES,26
HS,post-bleach,14/09/2024,FLAT,2,ACROPORA,5
HS,post-bleach,14/09/2024,FLAT,2,GONIASTREA,0
HS,post-bleach,14/09/2024,FLAT,2,DIPSASTRAEA,0
HS,post-bleach,14/09/2024,FLAT,2,FAVITES,1
HS,post-bleach,14/09/2024,FLAT,2,GALAXEA,0
HS,post-bleach,14/09/2024,FLAT,2,GONIASTREA,0
HS,post-bleach,14/09/2024,FLAT,2,GONIOPORA,0
HS,post-bleach,14/09/2024,FLAT,2,LOBOPHYLLIA,0
HS,post-bleach,14/09/2024,FLAT,2,MERULINA,1
HS,post-bleach,14/09/2024,FLAT,2,MONTIPORA,1
HS,post-bleach,14/09/2024,FLAT,2,PACHYSERIS,0
HS,post-bleach,14/09/2024,FLAT,2,PAVONA,2
HS,post-bleach,14/09/2024,FLAT,2,PLATYGYRA,0
HS,post-bleach,14/09/2024,FLAT,2,POCILLOPORA,0
HS,post-bleach,14/09/2024,FLAT,2,PORITES,11
HS,post-bleach,14/09/2024,FLAT,3,ACROPORA,6
HS,post-bleach,14/09/2024,FLAT,3,GONIASTREA,0
HS,post-bleach,14/09/2024,FLAT,3,DIPSASTRAEA,0
HS,post-bleach,14/09/2024,FLAT,3,FAVITES,0
HS,post-bleach,14/09/2024,FLAT,3,GALAXEA,0
HS,post-bleach,14/09/2024,FLAT,3,GONIASTREA,0
HS,post-bleach,14/09/2024,FLAT,3,GONIOPORA,1
HS,post-bleach,14/09/2024,FLAT,3,LOBOPHYLLIA,1
HS,post-bleach,14/09/2024,FLAT,3,MERULINA,1
HS,post-bleach,14/09/2024,FLAT,3,MONTIPORA,0
HS,post-bleach,14/09/2024,FLAT,3,PACHYSERIS,0
HS,post-bleach,14/09/2024,FLAT,3,PAVONA,10
HS,post-bleach,14/09/2024,FLAT,3,PLATYGYRA,0
HS,post-bleach,14/09/2024,FLAT,3,POCILLOPORA,0
HS,post-bleach,14/09/2024,FLAT,3,PORITES,20
HS,post-bleach,26/09/2024,FLAT,1,ACROPORA,4
HS,post-bleach,26/09/2024,FLAT,1,GONIASTREA,0
HS,post-bleach,26/09/2024,FLAT,1,DIPSASTRAEA,0
HS,post-bleach,26/09/2024,FLAT,1,FAVITES,0
HS,post-bleach,26/09/2024,FLAT,1,GALAXEA,0
HS,post-bleach,26/09/2024,FLAT,1,GONIASTREA,1
HS,post-bleach,26/09/2024,FLAT,1,GONIOPORA,0
HS,post-bleach,26/09/2024,FLAT,1,LOBOPHYLLIA,0
HS,post-bleach,26/09/2024,FLAT,1,MERULINA,1
HS,post-bleach,26/09/2024,FLAT,1,MONTIPORA,1
HS,post-bleach,26/09/2024,FLAT,1,PACHYSERIS,0
HS,post-bleach,26/09/2024,FLAT,1,PAVONA,3
HS,post-bleach,26/09/2024,FLAT,1,PLATYGYRA,1
HS,post-bleach,26/09/2024,FLAT,1,POCILLOPORA,0
HS,post-bleach,26/09/2024,FLAT,1,PORITES,5
HS,post-bleach,26/09/2024,FLAT,2,ACROPORA,2
HS,post-bleach,26/09/2024,FLAT,2,GONIASTREA,0
HS,post-bleach,26/09/2024,FLAT,2,DIPSASTRAEA,0
HS,post-bleach,26/09/2024,FLAT,2,FAVITES,0
HS,post-bleach,26/09/2024,FLAT,2,GALAXEA,0
HS,post-bleach,26/09/2024,FLAT,2,GONIASTREA,0
HS,post-bleach,26/09/2024,FLAT,2,GONIOPORA,0
HS,post-bleach,26/09/2024,FLAT,2,LOBOPHYLLIA,0
HS,post-bleach,26/09/2024,FLAT,2,MERULINA,0
HS,post-bleach,26/09/2024,FLAT,2,MONTIPORA,0
HS,post-bleach,26/09/2024,FLAT,2,PACHYSERIS,0
HS,post-bleach,26/09/2024,FLAT,2,PAVONA,10
HS,post-bleach,26/09/2024,FLAT,2,PLATYGYRA,0
HS,post-bleach,26/09/2024,FLAT,2,POCILLOPORA,0
HS,post-bleach,26/09/2024,FLAT,2,PORITES,0
HS,post-bleach,26/09/2024,FLAT,3,ACROPORA,5
HS,post-bleach,26/09/2024,FLAT,3,GONIASTREA,0
HS,post-bleach,26/09/2024,FLAT,3,DIPSASTRAEA,0
HS,post-bleach,26/09/2024,FLAT,3,FAVITES,0
HS,post-bleach,26/09/2024,FLAT,3,GALAXEA,0
HS,post-bleach,26/09/2024,FLAT,3,GONIASTREA,0
HS,post-bleach,26/09/2024,FLAT,3,GONIOPORA,0
HS,post-bleach,26/09/2024,FLAT,3,LOBOPHYLLIA,0
HS,post-bleach,26/09/2024,FLAT,3,MERULINA,0
HS,post-bleach,26/09/2024,FLAT,3,MONTIPORA,2
HS,post-bleach,26/09/2024,FLAT,3,PACHYSERIS,0
HS,post-bleach,26/09/2024,FLAT,3,PAVONA,9
HS,post-bleach,26/09/2024,FLAT,3,PLATYGYRA,1
HS,post-bleach,26/09/2024,FLAT,3,POCILLOPORA,0
HS,post-bleach,26/09/2024,FLAT,3,PORITES,4
HS,post-bleach,26/09/2024,CREST,1,ACROPORA,2
HS,post-bleach,26/09/2024,CREST,1,GONIASTREA,0
HS,post-bleach,26/09/2024,CREST,1,DIPSASTRAEA,1
HS,post-bleach,26/09/2024,CREST,1,FAVITES,0
HS,post-bleach,26/09/2024,CREST,1,GALAXEA,0
HS,post-bleach,26/09/2024,CREST,1,GONIASTREA,1
HS,post-bleach,26/09/2024,CREST,1,GONIOPORA,1
HS,post-bleach,26/09/2024,CREST,1,LOBOPHYLLIA,0
HS,post-bleach,26/09/2024,CREST,1,MERULINA,0
HS,post-bleach,26/09/2024,CREST,1,MONTIPORA,3
HS,post-bleach,26/09/2024,CREST,1,PACHYSERIS,0
HS,post-bleach,26/09/2024,CREST,1,PAVONA,0
HS,post-bleach,26/09/2024,CREST,1,PLATYGYRA,0
HS,post-bleach,26/09/2024,CREST,1,POCILLOPORA,0
HS,post-bleach,26/09/2024,CREST,1,PORITES,16
HS,post-bleach,26/09/2024,CREST,2,ACROPORA,2
HS,post-bleach,26/09/2024,CREST,2,GONIASTREA,0
HS,post-bleach,26/09/2024,CREST,2,DIPSASTRAEA,0
HS,post-bleach,26/09/2024,CREST,2,FAVITES,0
HS,post-bleach,26/09/2024,CREST,2,GALAXEA,0
HS,post-bleach,26/09/2024,CREST,2,GONIASTREA,0
HS,post-bleach,26/09/2024,CREST,2,GONIOPORA,0
HS,post-bleach,26/09/2024,CREST,2,LOBOPHYLLIA,0
HS,post-bleach,26/09/2024,CREST,2,MERULINA,0
HS,post-bleach,26/09/2024,CREST,2,MONTIPORA,5
HS,post-bleach,26/09/2024,CREST,2,PACHYSERIS,2
HS,post-bleach,26/09/2024,CREST,2,PAVONA,0
HS,post-bleach,26/09/2024,CREST,2,PLATYGYRA,0
HS,post-bleach,26/09/2024,CREST,2,POCILLOPORA,0
HS,post-bleach,26/09/2024,CREST,2,PORITES,11
HS,post-bleach,26/09/2024,CREST,3,ACROPORA,1
HS,post-bleach,26/09/2024,CREST,3,GONIASTREA,0
HS,post-bleach,26/09/2024,CREST,3,DIPSASTRAEA,1
HS,post-bleach,26/09/2024,CREST,3,FAVITES,1
HS,post-bleach,26/09/2024,CREST,3,GALAXEA,0
HS,post-bleach,26/09/2024,CREST,3,GONIASTREA,0
HS,post-bleach,26/09/2024,CREST,3,GONIOPORA,1
HS,post-bleach,26/09/2024,CREST,3,LOBOPHYLLIA,1
HS,post-bleach,26/09/2024,CREST,3,MERULINA,1
HS,post-bleach,26/09/2024,CREST,3,MONTIPORA,4
HS,post-bleach,26/09/2024,CREST,3,PACHYSERIS,6
HS,post-bleach,26/09/2024,CREST,3,PAVONA,0
HS,post-bleach,26/09/2024,CREST,3,PLATYGYRA,0
HS,post-bleach,26/09/2024,CREST,3,POCILLOPORA,0
HS,post-bleach,26/09/2024,CREST,3,PORITES,11
MH4,post-bleach,11/09/2024,CREST,1,ACROPORA,1
MH4,post-bleach,11/09/2024,CREST,1,GONIASTREA,0
MH4,post-bleach,11/09/2024,CREST,1,DIPSASTRAEA,0
MH4,post-bleach,11/09/2024,CREST,1,FAVITES,1
MH4,post-bleach,11/09/2024,CREST,1,GALAXEA,1
MH4,post-bleach,11/09/2024,CREST,1,GONIASTREA,5
MH4,post-bleach,11/09/2024,CREST,1,GONIOPORA,5
MH4,post-bleach,11/09/2024,CREST,1,LOBOPHYLLIA,2
MH4,post-bleach,11/09/2024,CREST,1,MERULINA,0
MH4,post-bleach,11/09/2024,CREST,1,MONTIPORA,1
MH4,post-bleach,11/09/2024,CREST,1,PACHYSERIS,15
MH4,post-bleach,11/09/2024,CREST,1,PAVONA,2
MH4,post-bleach,11/09/2024,CREST,1,PLATYGYRA,0
MH4,post-bleach,11/09/2024,CREST,1,POCILLOPORA,0
MH4,post-bleach,11/09/2024,CREST,1,PORITES,16
MH4,post-bleach,11/09/2024,CREST,2,ACROPORA,0
MH4,post-bleach,11/09/2024,CREST,2,GONIASTREA,0
MH4,post-bleach,11/09/2024,CREST,2,DIPSASTRAEA,0
MH4,post-bleach,11/09/2024,CREST,2,FAVITES,1
MH4,post-bleach,11/09/2024,CREST,2,GALAXEA,0
MH4,post-bleach,11/09/2024,CREST,2,GONIASTREA,0
MH4,post-bleach,11/09/2024,CREST,2,GONIOPORA,0
MH4,post-bleach,11/09/2024,CREST,2,LOBOPHYLLIA,6
MH4,post-bleach,11/09/2024,CREST,2,MERULINA,0
MH4,post-bleach,11/09/2024,CREST,2,MONTIPORA,0
MH4,post-bleach,11/09/2024,CREST,2,PACHYSERIS,15
MH4,post-bleach,11/09/2024,CREST,2,PAVONA,2
MH4,post-bleach,11/09/2024,CREST,2,PLATYGYRA,0
MH4,post-bleach,11/09/2024,CREST,2,POCILLOPORA,0
MH4,post-bleach,11/09/2024,CREST,2,PORITES,24
MH4,post-bleach,19/09/2024,CREST,1,ACROPORA,32
MH4,post-bleach,19/09/2024,CREST,1,GONIASTREA,0
MH4,post-bleach,19/09/2024,CREST,1,DIPSASTRAEA,0
MH4,post-bleach,19/09/2024,CREST,1,FAVITES,0
MH4,post-bleach,19/09/2024,CREST,1,GALAXEA,0
MH4,post-bleach,19/09/2024,CREST,1,GONIASTREA,0
MH4,post-bleach,19/09/2024,CREST,1,GONIOPORA,2
MH4,post-bleach,19/09/2024,CREST,1,LOBOPHYLLIA,3
MH4,post-bleach,19/09/2024,CREST,1,MERULINA,0
MH4,post-bleach,19/09/2024,CREST,1,MONTIPORA,4
MH4,post-bleach,19/09/2024,CREST,1,PACHYSERIS,0
MH4,post-bleach,19/09/2024,CREST,1,PAVONA,0
MH4,post-bleach,19/09/2024,CREST,1,PLATYGYRA,2
MH4,post-bleach,19/09/2024,CREST,1,POCILLOPORA,5
MH4,post-bleach,19/09/2024,CREST,1,PORITES,3
MH4,post-bleach,19/09/2024,CREST,2,ACROPORA,2
MH4,post-bleach,19/09/2024,CREST,2,GONIASTREA,0
MH4,post-bleach,19/09/2024,CREST,2,DIPSASTRAEA,0
MH4,post-bleach,19/09/2024,CREST,2,FAVITES,6
MH4,post-bleach,19/09/2024,CREST,2,GALAXEA,0
MH4,post-bleach,19/09/2024,CREST,2,GONIASTREA,0
MH4,post-bleach,19/09/2024,CREST,2,GONIOPORA,0
