REEF_SITE,BLEACH_MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,BIOMASS
MH4,pre-bleach,15/05/2024,FLAT,1,4.2
MH4,pre-bleach,15/05/2024,FLAT,1,10.7
MH4,pre-bleach,15/05/2024,FLAT,1,15.6
MH4,pre-bleach,15/05/2024,FLAT,1,10.7
MH4,pre-bleach,15/05/2024,FLAT,1,15.6
MH4,pre-bleach,15/05/2024,FLAT,1,15.6
MH4,pre-bleach,15/05/2024,FLAT,1,15.6
MH4,pre-bleach,15/05/2024,FLAT,1,1
MH4,pre-bleach,15/05/2024,FLAT,2,0.6
MH4,pre-bleach,15/05/2024,FLAT,2,10.7
MH4,pre-bleach,15/05/2024,FLAT,2,10.7
MH4,pre-bleach,15/05/2024,FLAT,2,15.6
MH4,pre-bleach,15/05/2024,FLAT,2,10.7
MH4,pre-bleach,15/05/2024,FLAT,2,1
MH4,pre-bleach,15/05/2024,FLAT,2,0
MH4,pre-bleach,15/05/2024,FLAT,2,0.3
MH4,pre-bleach,15/05/2024,FLAT,2,7
MH4,pre-bleach,15/05/2024,FLAT,2,7
MH4,pre-bleach,15/05/2024,FLAT,2,7
MH4,pre-bleach,15/05/2024,FLAT,2,4.2
MH4,pre-bleach,15/05/2024,FLAT,2,7
MH4,pre-bleach,15/05/2024,FLAT,2,2.2
MH4,pre-bleach,15/05/2024,FLAT,2,7
MH4,pre-bleach,15/05/2024,FLAT,2,0
MH4,pre-bleach,15/05/2024,FLAT,2,10.7
MH4,pre-bleach,15/05/2024,FLAT,2,15.6
MH4,pre-bleach,15/05/2024,FLAT,2,2.2
MH4,pre-bleach,15/05/2024,FLAT,2,2.2
MH4,pre-bleach,15/05/2024,FLAT,2,1
MH4,pre-bleach,15/05/2024,FLAT,2,15.6
MH4,pre-bleach,15/05/2024,FLAT,2,15.6
MH4,pre-bleach,15/05/2024,FLAT,2,7
MH4,pre-bleach,15/05/2024,FLAT,2,10.7
MH4,pre-bleach,15/05/2024,FLAT,2,10.7
MH4,pre-bleach,15/05/2024,FLAT,2,1
MH4,pre-bleach,15/05/2024,FLAT,2,0.3
MH4,pre-bleach,15/05/2024,FLAT,2,0
MH4,pre-bleach,15/05/2024,FLAT,2,1
MH4,pre-bleach,15/05/2024,FLAT,2,0
MH4,pre-bleach,15/05/2024,FLAT,2,1
MH4,pre-bleach,15/05/2024,FLAT,2,1
MH4,pre-bleach,15/05/2024,FLAT,3,7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,0.6
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,1
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,1.5
MH4,pre-bleach,15/05/2024,FLAT,3,15.6
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,15.6
MH4,pre-bleach,15/05/2024,FLAT,3,0
MH4,pre-bleach,15/05/2024,FLAT,3,0.1
MH4,pre-bleach,15/05/2024,FLAT,3,1
MH4,pre-bleach,15/05/2024,FLAT,3,7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,7
MH4,pre-bleach,15/05/2024,FLAT,3,1
MH4,pre-bleach,15/05/2024,FLAT,3,7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,7
MH4,pre-bleach,15/05/2024,FLAT,3,4.2
MH4,pre-bleach,15/05/2024,FLAT,3,4.2
MH4,pre-bleach,15/05/2024,FLAT,3,2.2
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,pre-bleach,15/05/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,1,10.7
MH4,bleach,06/06/2024,FLAT,1,0
MH4,bleach,06/06/2024,FLAT,1,15.6
MH4,bleach,06/06/2024,FLAT,1,10.7
MH4,bleach,06/06/2024,FLAT,1,7
MH4,bleach,06/06/2024,FLAT,1,10.7
MH4,bleach,06/06/2024,FLAT,1,15.6
MH4,bleach,06/06/2024,FLAT,1,10.7
MH4,bleach,06/06/2024,FLAT,1,4.2
MH4,bleach,06/06/2024,FLAT,1,1
MH4,bleach,06/06/2024,FLAT,1,0
MH4,bleach,06/06/2024,FLAT,1,0
MH4,bleach,06/06/2024,FLAT,1,0
MH4,bleach,06/06/2024,FLAT,1,0.1
MH4,bleach,06/06/2024,FLAT,1,15.6
MH4,bleach,06/06/2024,FLAT,1,0
MH4,bleach,06/06/2024,FLAT,1,2.2
MH4,bleach,06/06/2024,FLAT,1,7
MH4,bleach,06/06/2024,FLAT,1,2.2
MH4,bleach,06/06/2024,FLAT,1,0
MH4,bleach,06/06/2024,FLAT,1,15.6
MH4,bleach,06/06/2024,FLAT,2,10.7
MH4,bleach,06/06/2024,FLAT,2,10.7
MH4,bleach,06/06/2024,FLAT,2,29.3
MH4,bleach,06/06/2024,FLAT,2,10.7
MH4,bleach,06/06/2024,FLAT,2,10.7
MH4,bleach,06/06/2024,FLAT,2,0
MH4,bleach,06/06/2024,FLAT,2,7
MH4,bleach,06/06/2024,FLAT,2,2.2
MH4,bleach,06/06/2024,FLAT,2,10.7
MH4,bleach,06/06/2024,FLAT,2,7
MH4,bleach,06/06/2024,FLAT,2,4.2
MH4,bleach,06/06/2024,FLAT,2,10.7
MH4,bleach,06/06/2024,FLAT,2,4.2
MH4,bleach,06/06/2024,FLAT,2,0.3
MH4,bleach,06/06/2024,FLAT,2,0
MH4,bleach,06/06/2024,FLAT,2,0.1
MH4,bleach,06/06/2024,FLAT,2,0
MH4,bleach,06/06/2024,FLAT,2,0.3
MH4,bleach,06/06/2024,FLAT,2,0
MH4,bleach,06/06/2024,FLAT,2,0
MH4,bleach,06/06/2024,FLAT,2,0
MH4,bleach,06/06/2024,FLAT,2,0
MH4,bleach,06/06/2024,FLAT,2,0
MH4,bleach,06/06/2024,FLAT,2,1
MH4,bleach,06/06/2024,FLAT,2,2.2
MH4,bleach,06/06/2024,FLAT,2,4.2
MH4,bleach,06/06/2024,FLAT,2,4.2
MH4,bleach,06/06/2024,FLAT,2,15.6
MH4,bleach,06/06/2024,FLAT,2,0.6
MH4,bleach,06/06/2024,FLAT,2,1
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,7
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,2.2
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,7
MH4,bleach,06/06/2024,FLAT,3,2.2
MH4,bleach,06/06/2024,FLAT,3,0.3
MH4,bleach,06/06/2024,FLAT,3,0
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,0.3
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,4.2
MH4,bleach,06/06/2024,FLAT,3,7
MH4,bleach,06/06/2024,FLAT,3,2.2
MH4,bleach,06/06/2024,FLAT,3,15.6
MH4,bleach,06/06/2024,FLAT,3,15.6
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,0
MH4,bleach,06/06/2024,FLAT,3,10.7
MH4,bleach,06/06/2024,FLAT,3,15.6
MH4,bleach,06/06/2024,FLAT,3,0
MH4,bleach,06/06/2024,FLAT,3,0
MH4,bleach,06/06/2024,FLAT,3,0.3
MH4,bleach,06/06/2024,FLAT,3,0.1
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,0.1
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,15.6
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,2.2
ATL,bleach,07/06/2024,FLAT,1,2.2
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,4.2
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,4.2
ATL,bleach,07/06/2024,FLAT,1,7
ATL,bleach,07/06/2024,FLAT,1,4.2
ATL,bleach,07/06/2024,FLAT,1,4.2
ATL,bleach,07/06/2024,FLAT,1,7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,2.2
ATL,bleach,07/06/2024,FLAT,1,7
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,15.6
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,1.5
ATL,bleach,07/06/2024,FLAT,1,2.2
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,7
ATL,bleach,07/06/2024,FLAT,1,15.6
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,0.3
ATL,bleach,07/06/2024,FLAT,1,0.1
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,0.1
ATL,bleach,07/06/2024,FLAT,1,0.1
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,0
ATL,bleach,07/06/2024,FLAT,1,0.3
ATL,bleach,07/06/2024,FLAT,1,0.6
ATL,bleach,07/06/2024,FLAT,1,7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,1
ATL,bleach,07/06/2024,FLAT,1,2.2
ATL,bleach,07/06/2024,FLAT,1,15.6
ATL,bleach,07/06/2024,FLAT,1,10.7
ATL,bleach,07/06/2024,FLAT,1,15.6
ATL,bleach,07/06/2024,FLAT,2,0
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,15.6
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,0.3
ATL,bleach,07/06/2024,FLAT,2,0.3
ATL,bleach,07/06/2024,FLAT,2,3.1
ATL,bleach,07/06/2024,FLAT,2,0.1
ATL,bleach,07/06/2024,FLAT,2,0
ATL,bleach,07/06/2024,FLAT,2,4.2
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,15.6
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,4.2
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,15.6
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,4.2
ATL,bleach,07/06/2024,FLAT,2,4.2
ATL,bleach,07/06/2024,FLAT,2,1
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,15.6
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,0
ATL,bleach,07/06/2024,FLAT,2,0
ATL,bleach,07/06/2024,FLAT,2,2.2
ATL,bleach,07/06/2024,FLAT,2,4.2
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,2.2
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,4.2
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,0
ATL,bleach,07/06/2024,FLAT,2,0.3
ATL,bleach,07/06/2024,FLAT,2,7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,10.7
ATL,bleach,07/06/2024,FLAT,2,15.6
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,0
ATL,bleach,07/06/2024,FLAT,3,0
ATL,bleach,07/06/2024,FLAT,3,0
ATL,bleach,07/06/2024,FLAT,3,0
ATL,bleach,07/06/2024,FLAT,3,0
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,1
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,15.6
ATL,bleach,07/06/2024,FLAT,3,10.7
ATL,bleach,07/06/2024,FLAT,3,15.6
ATL,bleach,07/06/2024,FLAT,3,10.7
ATL,bleach,07/06/2024,FLAT,3,10.7
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,10.7
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,10.7
ATL,bleach,07/06/2024,FLAT,3,3.1
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,1.5
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,10.7
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,10.7
ATL,bleach,07/06/2024,FLAT,3,1
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,4.2
ATL,bleach,07/06/2024,FLAT,3,1
ATL,bleach,07/06/2024,FLAT,3,0.6
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,10.7
ATL,bleach,07/06/2024,FLAT,3,3.1
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,13.1
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,15.6
ATL,bleach,07/06/2024,FLAT,3,1
ATL,bleach,07/06/2024,FLAT,3,1
ATL,bleach,07/06/2024,FLAT,3,2.2
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,7
ATL,bleach,07/06/2024,FLAT,3,0.1
HS,bleach,08/06/2024,CREST,1,15.6
HS,bleach,08/06/2024,CREST,1,10.7
HS,bleach,08/06/2024,CREST,1,7
HS,bleach,08/06/2024,CREST,1,10.7
HS,bleach,08/06/2024,CREST,1,15.6
HS,bleach,08/06/2024,CREST,1,10.7
HS,bleach,08/06/2024,CREST,1,15.6
HS,bleach,08/06/2024,CREST,1,15.6
HS,bleach,08/06/2024,CREST,1,10.7
HS,bleach,08/06/2024,CREST,1,7
HS,bleach,08/06/2024,CREST,1,15.6
HS,bleach,08/06/2024,CREST,1,15.6
HS,bleach,08/06/2024,CREST,1,0.1
HS,bleach,08/06/2024,CREST,1,5.5
HS,bleach,08/06/2024,CREST,1,10.7
HS,bleach,08/06/2024,CREST,1,10.7
HS,bleach,08/06/2024,CREST,1,2.2
HS,bleach,08/06/2024,CREST,1,7
HS,bleach,08/06/2024,CREST,1,15.6
HS,bleach,08/06/2024,CREST,2,7
HS,bleach,08/06/2024,CREST,2,15.6
HS,bleach,08/06/2024,CREST,2,15.6
HS,bleach,08/06/2024,CREST,2,2.2
HS,bleach,08/06/2024,CREST,2,7
HS,bleach,08/06/2024,CREST,2,1
HS,bleach,08/06/2024,CREST,2,15.6
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,2,7
HS,bleach,08/06/2024,CREST,2,4.2
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,2,15.6
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,2,4.2
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,2,10.7
HS,bleach,08/06/2024,CREST,3,7
HS,bleach,08/06/2024,CREST,3,4.2
HS,bleach,08/06/2024,CREST,3,15.6
HS,bleach,08/06/2024,CREST,3,15.6
HS,bleach,08/06/2024,CREST,3,15.6
HS,bleach,08/06/2024,CREST,3,10.7
HS,bleach,08/06/2024,CREST,3,15.6
HS,bleach,08/06/2024,CREST,3,15.6
HS,bleach,08/06/2024,CREST,3,15.6
HS,bleach,08/06/2024,CREST,3,10.7
HS,bleach,08/06/2024,CREST,3,10.7
HS,bleach,08/06/2024,CREST,3,10.7
HS,bleach,08/06/2024,CREST,3,7
HS,bleach,08/06/2024,CREST,3,15.6
HS,bleach,08/06/2024,CREST,3,10.7
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,1
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,1
ATL,bleach,19/06/2024,FLAT,1,4.2
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,1
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,4.2
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,1.5
ATL,bleach,19/06/2024,FLAT,1,0
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,2.2
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,4.2
ATL,bleach,19/06/2024,FLAT,1,2.2
ATL,bleach,19/06/2024,FLAT,1,4.2
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,2.2
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,15.6
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,4.2
ATL,bleach,19/06/2024,FLAT,1,4.2
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,0
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,7
ATL,bleach,19/06/2024,FLAT,1,10.7
ATL,bleach,19/06/2024,FLAT,1,4.2
ATL,bleach,19/06/2024,FLAT,1,4.2
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,2.2
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,2.2
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,2.2
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,2.2
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,2.2
ATL,bleach,19/06/2024,FLAT,2,1
ATL,bleach,19/06/2024,FLAT,2,1
ATL,bleach,19/06/2024,FLAT,2,1
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,0.1
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,0
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,1
ATL,bleach,19/06/2024,FLAT,2,0
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,10.7
ATL,bleach,19/06/2024,FLAT,2,4.2
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,2.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,1
ATL,bleach,19/06/2024,FLAT,3,10.7
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,2.2
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,0.3
ATL,bleach,19/06/2024,FLAT,3,1
ATL,bleach,19/06/2024,FLAT,3,2.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,0
ATL,bleach,19/06/2024,FLAT,3,0
ATL,bleach,19/06/2024,FLAT,3,0
ATL,bleach,19/06/2024,FLAT,3,0.1
ATL,bleach,19/06/2024,FLAT,3,15.6
ATL,bleach,19/06/2024,FLAT,3,2.2
ATL,bleach,19/06/2024,FLAT,3,2.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,2.2
ATL,bleach,19/06/2024,FLAT,3,10.7
ATL,bleach,19/06/2024,FLAT,3,15.6
ATL,bleach,19/06/2024,FLAT,3,2.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,10.7
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,4.2
ATL,bleach,19/06/2024,FLAT,3,0.3
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,10.7
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,10.7
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,10.7
ATL,bleach,19/06/2024,FLAT,3,7
ATL,bleach,19/06/2024,FLAT,3,10.7
