REEF_SITE,BLEACH_MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,BIOMASS
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,4.2
HS,post-bleach,14/09/2024,FLAT,2,4.2
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,10.7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,10.7
HS,post-bleach,14/09/2024,FLAT,2,10.7
HS,post-bleach,14/09/2024,FLAT,2,10.7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,7
HS,post-bleach,14/09/2024,FLAT,2,1
HS,post-bleach,14/09/2024,FLAT,2,15.6
HS,post-bleach,14/09/2024,FLAT,2,21.8
HS,post-bleach,14/09/2024,FLAT,2,4.2
HS,post-bleach,14/09/2024,FLAT,2,10.7
HS,post-bleach,14/09/2024,FLAT,2,21.8
HS,post-bleach,14/09/2024,FLAT,2,15.6
HS,post-bleach,14/09/2024,FLAT,2,10.7
HS,post-bleach,14/09/2024,FLAT,2,10.7
HS,post-bleach,14/09/2024,FLAT,2,15.6
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,4.2
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,15.6
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,4.2
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,15.6
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,2.2
HS,post-bleach,14/09/2024,FLAT,3,0.3
HS,post-bleach,14/09/2024,FLAT,3,15.6
HS,post-bleach,14/09/2024,FLAT,3,15.6
HS,post-bleach,14/09/2024,FLAT,3,21.8
HS,post-bleach,14/09/2024,FLAT,3,15.6
HS,post-bleach,14/09/2024,FLAT,3,15.6
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,21.8
HS,post-bleach,14/09/2024,FLAT,3,15.6
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,10.7
HS,post-bleach,14/09/2024,FLAT,3,15.6
HS,post-bleach,14/09/2024,FLAT,3,15.6
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,4.2
ATL,post-bleach,15/09/2024,FLAT,1,2.2
ATL,post-bleach,15/09/2024,FLAT,1,4.2
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,15.6
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,4.2
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,4.2
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,2.2
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,4.2
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,0.3
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,15.6
ATL,post-bleach,15/09/2024,FLAT,1,21.8
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,15.6
ATL,post-bleach,15/09/2024,FLAT,1,2.2
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,2.2
ATL,post-bleach,15/09/2024,FLAT,1,15.6
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,15.6
ATL,post-bleach,15/09/2024,FLAT,1,15.6
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,1,10.7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,2.2
ATL,post-bleach,15/09/2024,FLAT,2,4.2
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,4.2
ATL,post-bleach,15/09/2024,FLAT,2,4.2
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,4.2
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,4.2
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,4.2
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,2.2
ATL,post-bleach,15/09/2024,FLAT,2,1
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,10.7
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,15.6
ATL,post-bleach,15/09/2024,FLAT,2,2.2
ATL,post-bleach,15/09/2024,FLAT,2,7
ATL,post-bleach,15/09/2024,FLAT,2,4.2
ATL,post-bleach,15/09/2024,FLAT,2,2.2
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,10.7
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,10.7
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,10.7
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,10.7
ATL,post-bleach,15/09/2024,FLAT,3,10.7
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,10.7
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,1
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,10.7
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,15.6
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,15.6
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,7
ATL,post-bleach,15/09/2024,FLAT,3,15.6
ATL,post-bleach,15/09/2024,FLAT,3,2.2
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,4.2
ATL,post-bleach,15/09/2024,FLAT,3,10.7
ATL,post-bleach,15/09/2024,FLAT,3,15.6
ATL,post-bleach,15/09/2024,FLAT,3,15.6
ATL,post-bleach,02/10/2024,CREST,1,0
ATL,post-bleach,02/10/2024,CREST,1,0
ATL,post-bleach,02/10/2024,CREST,1,0
ATL,post-bleach,02/10/2024,CREST,1,0
ATL,post-bleach,02/10/2024,CREST,1,1
ATL,post-bleach,02/10/2024,CREST,1,1
ATL,post-bleach,02/10/2024,CREST,1,0.3
ATL,post-bleach,02/10/2024,CREST,1,0.3
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,7
ATL,post-bleach,02/10/2024,CREST,1,7
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,7
ATL,post-bleach,02/10/2024,CREST,1,0.3
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,15.6
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,1
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,1,15.6
ATL,post-bleach,02/10/2024,CREST,1,15.6
ATL,post-bleach,02/10/2024,CREST,1,15.6
ATL,post-bleach,02/10/2024,CREST,1,7
ATL,post-bleach,02/10/2024,CREST,1,7
ATL,post-bleach,02/10/2024,CREST,1,4.2
ATL,post-bleach,02/10/2024,CREST,1,29.3
ATL,post-bleach,02/10/2024,CREST,2,29.3
ATL,post-bleach,02/10/2024,CREST,2,29.3
ATL,post-bleach,02/10/2024,CREST,2,29.3
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,2,29.3
ATL,post-bleach,02/10/2024,CREST,2,29.3
ATL,post-bleach,02/10/2024,CREST,2,2.2
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,2,7
ATL,post-bleach,02/10/2024,CREST,2,4.2
ATL,post-bleach,02/10/2024,CREST,2,4.2
ATL,post-bleach,02/10/2024,CREST,2,7
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,2,15.6
ATL,post-bleach,02/10/2024,CREST,3,15.6
ATL,post-bleach,02/10/2024,CREST,3,29.3
ATL,post-bleach,02/10/2024,CREST,3,7
ATL,post-bleach,02/10/2024,CREST,3,7
ATL,post-bleach,02/10/2024,CREST,3,7
ATL,post-bleach,02/10/2024,CREST,3,15.6
ATL,post-bleach,02/10/2024,CREST,3,1
ATL,post-bleach,02/10/2024,CREST,3,4.2
ATL,post-bleach,02/10/2024,CREST,3,10.7
ATL,post-bleach,02/10/2024,CREST,3,15.6
ATL,post-bleach,02/10/2024,CREST,3,15.6
ATL,post-bleach,02/10/2024,CREST,3,7
ATL,post-bleach,02/10/2024,CREST,3,7
ATL,post-bleach,02/10/2024,CREST,3,1
ATL,post-bleach,02/10/2024,CREST,3,0.3
ATL,post-bleach,02/10/2024,CREST,3,0.3
ATL,post-bleach,02/10/2024,CREST,3,0
ATL,post-bleach,02/10/2024,CREST,3,7
ATL,post-bleach,02/10/2024,CREST,3,15.6
ATL,post-bleach,21/09/2024,CREST,1,15.6
ATL,post-bleach,21/09/2024,CREST,1,15.6
ATL,post-bleach,21/09/2024,CREST,1,15.6
ATL,post-bleach,21/09/2024,CREST,1,7
ATL,post-bleach,21/09/2024,CREST,1,15.6
ATL,post-bleach,21/09/2024,CREST,1,29.3
ATL,post-bleach,21/09/2024,CREST,1,29.3
ATL,post-bleach,21/09/2024,CREST,1,29.3
ATL,post-bleach,21/09/2024,CREST,1,29.3
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,0.3
ATL,post-bleach,21/09/2024,CREST,2,0.3
ATL,post-bleach,21/09/2024,CREST,2,0.3
ATL,post-bleach,21/09/2024,CREST,2,2.2
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,0
ATL,post-bleach,21/09/2024,CREST,2,0
ATL,post-bleach,21/09/2024,CREST,2,0
ATL,post-bleach,21/09/2024,CREST,2,0
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,15.6
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,2,29.3
ATL,post-bleach,21/09/2024,CREST,3,29.3
ATL,post-bleach,21/09/2024,CREST,3,29.3
ATL,post-bleach,21/09/2024,CREST,3,7
ATL,post-bleach,21/09/2024,CREST,3,15.6
ATL,post-bleach,21/09/2024,CREST,3,7
ATL,post-bleach,21/09/2024,CREST,3,4.2
ATL,post-bleach,21/09/2024,CREST,3,29.3
ATL,post-bleach,21/09/2024,CREST,3,29.3
ATL,post-bleach,21/09/2024,CREST,3,15.6
ATL,post-bleach,21/09/2024,CREST,3,29.3
ATL,post-bleach,21/09/2024,CREST,3,29.3
ATL,post-bleach,21/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,1,29.3
HS,post-bleach,25/09/2024,CREST,1,29.3
HS,post-bleach,25/09/2024,CREST,1,10.7
HS,post-bleach,25/09/2024,CREST,1,29.3
HS,post-bleach,25/09/2024,CREST,1,7
HS,post-bleach,25/09/2024,CREST,1,15.6
HS,post-bleach,25/09/2024,CREST,1,29.3
HS,post-bleach,25/09/2024,CREST,1,29.3
HS,post-bleach,25/09/2024,CREST,1,15.6
HS,post-bleach,25/09/2024,CREST,1,15.6
HS,post-bleach,25/09/2024,CREST,1,29.3
HS,post-bleach,25/09/2024,CREST,1,15.6
HS,post-bleach,25/09/2024,CREST,1,29.3
HS,post-bleach,25/09/2024,CREST,2,29.3
HS,post-bleach,25/09/2024,CREST,2,15.6
HS,post-bleach,25/09/2024,CREST,2,15.6
HS,post-bleach,25/09/2024,CREST,2,29.3
HS,post-bleach,25/09/2024,CREST,2,29.3
HS,post-bleach,25/09/2024,CREST,2,7
HS,post-bleach,25/09/2024,CREST,2,15.6
HS,post-bleach,25/09/2024,CREST,2,7
HS,post-bleach,25/09/2024,CREST,2,15.6
HS,post-bleach,25/09/2024,CREST,2,7
HS,post-bleach,25/09/2024,CREST,2,7
HS,post-bleach,25/09/2024,CREST,2,29.3
HS,post-bleach,25/09/2024,CREST,2,15.6
HS,post-bleach,25/09/2024,CREST,2,15.6
HS,post-bleach,25/09/2024,CREST,2,2.2
HS,post-bleach,25/09/2024,CREST,2,7
HS,post-bleach,25/09/2024,CREST,2,15.6
HS,post-bleach,25/09/2024,CREST,2,15.6
HS,post-bleach,25/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,3,7
HS,post-bleach,25/09/2024,CREST,3,4.2
HS,post-bleach,25/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,3,15.6
HS,post-bleach,25/09/2024,CREST,3,15.6
HS,post-bleach,25/09/2024,CREST,3,7
HS,post-bleach,25/09/2024,CREST,3,15.6
HS,post-bleach,25/09/2024,CREST,3,15.6
HS,post-bleach,25/09/2024,CREST,3,0
HS,post-bleach,25/09/2024,CREST,3,0
HS,post-bleach,25/09/2024,CREST,3,0
HS,post-bleach,25/09/2024,CREST,3,1
HS,post-bleach,25/09/2024,CREST,3,0.3
HS,post-bleach,25/09/2024,CREST,3,0.3
HS,post-bleach,25/09/2024,CREST,3,15.6
HS,post-bleach,25/09/2024,CREST,3,15.6
HS,post-bleach,25/09/2024,CREST,3,7
HS,post-bleach,25/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,3,15.6
HS,post-bleach,25/09/2024,CREST,3,7
HS,post-bleach,25/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,3,29.3
HS,post-bleach,25/09/2024,CREST,3,15.6
HS,post-bleach,25/09/2024,CREST,3,15.6
MH4,post-bleach,27/09/2024,CREST,1,7
MH4,post-bleach,27/09/2024,CREST,1,15.6
MH4,post-bleach,27/09/2024,CREST,1,29.3
MH4,post-bleach,27/09/2024,CREST,1,29.3
MH4,post-bleach,27/09/2024,CREST,1,29.3
MH4,post-bleach,27/09/2024,CREST,1,15.6
MH4,post-bleach,27/09/2024,CREST,1,15.6
MH4,post-bleach,27/09/2024,CREST,2,29.3
MH4,post-bleach,27/09/2024,CREST,2,15.6
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,0
MH4,post-bleach,27/09/2024,CREST,2,29.3
MH4,post-bleach,27/09/2024,CREST,2,29.3
MH4,post-bleach,27/09/2024,CREST,2,29.3
MH4,post-bleach,27/09/2024,CREST,2,29.3
MH4,post-bleach,27/09/2024,CREST,2,29.3
MH4,post-bleach,27/09/2024,CREST,2,4.2
MH4,post-bleach,27/09/2024,CREST,2,29.3
MH4,post-bleach,27/09/2024,CREST,2,29.3
MH4,post-bleach,27/09/2024,CREST,3,7
MH4,post-bleach,27/09/2024,CREST,3,15.6
MH4,post-bleach,27/09/2024,CREST,3,15.6
MH4,post-bleach,27/09/2024,CREST,3,15.6
MH4,post-bleach,27/09/2024,CREST,3,29.3
MH4,post-bleach,27/09/2024,CREST,3,29.3
MH4,post-bleach,27/09/2024,CREST,3,29.3
MH4,post-bleach,27/09/2024,CREST,3,29.3
MH4,post-bleach,27/09/2024,CREST,3,7
MH4,post-bleach,27/09/2024,CREST,3,4.2
ATL,post-bleach,16/10/2024,CREST,1,29.3
ATL,post-bleach,16/10/2024,CREST,1,15.6
ATL,post-bleach,16/10/2024,CREST,1,7
ATL,post-bleach,16/10/2024,CREST,1,15.6
ATL,post-bleach,16/10/2024,CREST,1,7
ATL,post-bleach,16/10/2024,CREST,1,0.3
ATL,post-bleach,16/10/2024,CREST,1,0.3
ATL,post-bleach,16/10/2024,CREST,1,0.3
ATL,post-bleach,16/10/2024,CREST,1,0.3
ATL,post-bleach,16/10/2024,CREST,1,0.3
ATL,post-bleach,16/10/2024,CREST,1,1
ATL,post-bleach,16/10/2024,CREST,1,1
ATL,post-bleach,16/10/2024,CREST,1,1
ATL,post-bleach,16/10/2024,CREST,1,0
ATL,post-bleach,16/10/2024,CREST,1,0
ATL,post-bleach,16/10/2024,CREST,1,0
ATL,post-bleach,16/10/2024,CREST,1,10.7
ATL,post-bleach,16/10/2024,CREST,1,1
ATL,post-bleach,16/10/2024,CREST,1,15.6
ATL,post-bleach,16/10/2024,CREST,1,10.7
ATL,post-bleach,16/10/2024,CREST,1,10.7
ATL,post-bleach,16/10/2024,CREST,1,15.6
ATL,post-bleach,16/10/2024,CREST,1,15.6
ATL,post-bleach,16/10/2024,CREST,1,15.6
ATL,post-bleach,16/10/2024,CREST,1,15.6
ATL,post-bleach,16/10/2024,CREST,2,29.3
ATL,post-bleach,16/10/2024,CREST,2,7
ATL,post-bleach,16/10/2024,CREST,2,15.6
ATL,post-bleach,16/10/2024,CREST,2,29.3
ATL,post-bleach,16/10/2024,CREST,2,29.3
ATL,post-bleach,16/10/2024,CREST,2,15.6
ATL,post-bleach,16/10/2024,CREST,2,7
ATL,post-bleach,16/10/2024,CREST,2,7
ATL,post-bleach,16/10/2024,CREST,2,29.3
ATL,post-bleach,16/10/2024,CREST,2,15.6
ATL,post-bleach,16/10/2024,CREST,2,7
ATL,post-bleach,16/10/2024,CREST,2,7
ATL,post-bleach,16/10/2024,CREST,2,10.7
ATL,post-bleach,16/10/2024,CREST,2,21.8
ATL,post-bleach,16/10/2024,CREST,2,10.7
ATL,post-bleach,16/10/2024,CREST,2,15.6
ATL,post-bleach,16/10/2024,CREST,2,4.2
ATL,post-bleach,16/10/2024,CREST,2,29.3
ATL,post-bleach,16/10/2024,CREST,3,29.3
ATL,post-bleach,16/10/2024,CREST,3,15.6
ATL,post-bleach,16/10/2024,CREST,3,29.3
ATL,post-bleach,16/10/2024,CREST,3,29.3
ATL,post-bleach,16/10/2024,CREST,3,7
ATL,post-bleach,16/10/2024,CREST,3,10.7
ATL,post-bleach,16/10/2024,CREST,3,29.3
ATL,post-bleach,16/10/2024,CREST,3,15.6
ATL,post-bleach,16/10/2024,CREST,3,4.2
ATL,post-bleach,16/10/2024,CREST,3,4.2
ATL,post-bleach,16/10/2024,CREST,3,15.6
HS,post-bleach,12/10/2024,CREST,1,29.3
HS,post-bleach,12/10/2024,CREST,1,15.6
HS,post-bleach,12/10/2024,CREST,1,7
HS,post-bleach,12/10/2024,CREST,1,29.3
HS,post-bleach,12/10/2024,CREST,1,29.3
HS,post-bleach,12/10/2024,CREST,1,29.3
HS,post-bleach,12/10/2024,CREST,1,29.3
HS,post-bleach,12/10/2024,CREST,1,15.6
HS,post-bleach,12/10/2024,CREST,1,1
HS,post-bleach,12/10/2024,CREST,1,15.6
HS,post-bleach,12/10/2024,CREST,1,29.3
HS,post-bleach,12/10/2024,CREST,1,15.6
HS,post-bleach,12/10/2024,CREST,1,15.6
HS,post-bleach,12/10/2024,CREST,1,29.3
HS,post-bleach,12/10/2024,CREST,2,15.6
HS,post-bleach,12/10/2024,CREST,2,7
HS,post-bleach,12/10/2024,CREST,2,1
HS,post-bleach,12/10/2024,CREST,2,29.3
HS,post-bleach,12/10/2024,CREST,2,15.6
